nohup: ignoring input
Starting from scratch
Epoch 1 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.024611137807369232
   Iteration 2 of 100, loss = 0.035083383321762085
   Iteration 3 of 100, loss = 0.03676193952560425
   Iteration 4 of 100, loss = 0.03787430841475725
   Iteration 5 of 100, loss = 0.03781872391700745
   Iteration 54 of 100, loss = 0.008696775788579273
   Iteration 55 of 100, loss = 0.008656549995595758
   Iteration 56 of 100, loss = 0.008595681591292046
   Iteration 57 of 100, loss = 0.008502263404232891
   Iteration 58 of 100, loss = 0.008503022932864982
   Iteration 59 of 100, loss = 0.008466496353306003
   Iteration 60 of 100, loss = 0.008451798007202645
   Iteration 61 of 100, loss = 0.008370389329788626
   Iteration 62 of 100, loss = 0.008302061998796078
   Iteration 63 of 100, loss = 0.008365295147375456
   Iteration 64 of 100, loss = 0.008340117798070423
   Iteration 65 of 100, loss = 0.008307769479086766
   Iteration 66 of 100, loss = 0.008319942802755219
   Iteration 67 of 100, loss = 0.008306450933329206
   Iteration 68 of 100, loss = 0.008427590035888203
   Iteration 69 of 100, loss = 0.008416882432673288
   Iteration 70 of 100, loss = 0.008371434214391878
   Iteration 71 of 100, loss = 0.008422070733783111
   Iteration 72 of 100, loss = 0.008500732377999358
   Iteration 73 of 100, loss = 0.0085155456645848
   Iteration 74 of 100, loss = 0.008502418477390264
   Iteration 75 of 100, loss = 0.008517678293089071
   Iteration 76 of 100, loss = 0.008455581301333089
   Iteration 77 of 100, loss = 0.008470856088709521
   Iteration 78 of 100, loss = 0.008458303675676385
   Iteration 79 of 100, loss = 0.008502023960640537
   Iteration 80 of 100, loss = 0.008547471970086918
   Iteration 81 of 100, loss = 0.008512180787223725
   Iteration 82 of 100, loss = 0.008484659443904714
   Iteration 83 of 100, loss = 0.008512050429561052
   Iteration 84 of 100, loss = 0.00850596068249572
   Iteration 85 of 100, loss = 0.008512965217232705
   Iteration 86 of 100, loss = 0.00848333740087096
   Iteration 87 of 100, loss = 0.00846300115701796
   Iteration 88 of 100, loss = 0.008496634429320693
   Iteration 89 of 100, loss = 0.008584633469581604
   Iteration 90 of 100, loss = 0.008623917535361316
   Iteration 91 of 100, loss = 0.008588270222829594
   Iteration 92 of 100, loss = 0.008548369433771333
   Iteration 93 of 100, loss = 0.008565973144985976
   Iteration 94 of 100, loss = 0.008523819641150693
   Iteration 95 of 100, loss = 0.008521394225719727
   Iteration 96 of 100, loss = 0.008520996440590048
   Iteration 97 of 100, loss = 0.008523213849931034
   Iteration 98 of 100, loss = 0.008511445570585072
   Iteration 99 of 100, loss = 0.00849206324177559
   Iteration 100 of 100, loss = 0.008472772710956634

   End of epoch 6; saving model... 

Epoch 7 of 2000
   Iteration 1 of 100, loss = 0.007504279259592295
   Iteration 2 of 100, loss = 0.00887787458486855
   Iteration 3 of 100, loss = 0.008365238240609566
   Iteration 4 of 100, loss = 0.007450520526617765
   Iteration 5 of 100, loss = 0.007479626219719648
   Iteration 6 of 100, loss = 0.008758117832864324
   Iteration 7 of 100, loss = 0.009477442196969475
   Iteration 8 of 100, loss = 0.009591655165422708
   Iteration 9 of 100, loss = 0.009587146600501405
   Iteration 10 of 100, loss = 0.009237223491072654
   Iteration 11 of 100, loss = 0.009291105141693895
   Iteration 12 of 100, loss = 0.009336769813671708
   Iteration 13 of 100, loss = 0.009201612323522568
   Iteration 14 of 100, loss = 0.009262950159609318
   Iteration 15 of 100, loss = 0.008936583437025547
   Iteration 16 of 100, loss = 0.009154614992439747
   Iteration 17 of 100, loss = 0.008971212404396604
   Iteration 18 of 100, loss = 0.008933282172721293
   Iteration 19 of 100, loss = 0.008969284520533524
   Iteration 20 of 100, loss = 0.00874674052465707
   Iteration 21 of 100, loss = 0.008756508052881275
   Iteration 22 of 100, loss = 0.008541578998450528
   Iteration 23 of 100, loss = 0.008653029819707508
   Iteration 24 of 100, loss = 0.008659857073022673
   Iteration 25 of 100, loss = 0.008723451141268015
   Iteration 26 of 100, loss = 0.008747672823329385
   Iteration 27 of 100, loss = 0.008807472108552853
   Iteration 28 of 100, loss = 0.008841598955249148
   Iteration 29 of 100, loss = 0.00886708724408828
   Iteration 30 of 100, loss = 0.008789226909478505
   Iteration 31 of 100, loss = 0.008723383183561025
   Iteration 32 of 100, loss = 0.008831039638607763
   Iteration 33 of 100, loss = 0.008789382564524809
   Iteration 34 of 100, loss = 0.008804395466166385
   Iteration 35 of 100, loss = 0.00877542548945972
   Iteration 36 of 100, loss = 0.008802869253688388
   Iteration 37 of 100, loss = 0.008833472793166703
   Iteration 38 of 100, loss = 0.008830947654419824
   Iteration 39 of 100, loss = 0.008858387597287312
   Iteration 40 of 100, loss = 0.008959491341374814
   Iteration 41 of 100, loss = 0.008927008364258743
   Iteration 42 of 100, loss = 0.008784766669296437
   Iteration 43 of 100, loss = 0.008907313962185453
   Iteration 44 of 100, loss = 0.008894261718854646
   Iteration 45 of 100, loss = 0.008848139410838484
   Iteration 46 of 100, loss = 0.008979849451545464
   Iteration 47 of 100, loss = 0.008986211198560417
   Iteration 48 of 100, loss = 0.00898690389294643
   Iteration 49 of 100, loss = 0.008908345644381277
   Iteration 50 of 100, loss = 0.00897466994356364
   Iteration 51 of 100, loss = 0.008980150969114666
   Iteration 52 of 100, loss = 0.008979709115989793
   Iteration 53 of 100, loss = 0.008925025030654276
   Iteration 54 of 100, loss = 0.008927577446835736
   Iteration 55 of 100, loss = 0.008850002216852525
   Iteration 56 of 100, loss = 0.008856038774995665
   Iteration 57 of 100, loss = 0.00886721867790217
   Iteration 58 of 100, loss = 0.008902044400797579
   Iteration 59 of 100, loss = 0.008965501368393079
   Iteration 60 of 100, loss = 0.008944537036586552
   Iteration 61 of 100, loss = 0.008947356310138693
   Iteration 62 of 100, loss = 0.008943896676834312
   Iteration 63 of 100, loss = 0.008916308959236457
   Iteration 64 of 100, loss = 0.008942325632233405
   Iteration 65 of 100, loss = 0.008882998635705847
   Iteration 66 of 100, loss = 0.008926925394034974
   Iteration 67 of 100, loss = 0.008949189144534185
   Iteration 68 of 100, loss = 0.008890278846271993
   Iteration 69 of 100, loss = 0.008844047167297938
   Iteration 70 of 100, loss = 0.008887274686380156
   Iteration 71 of 100, loss = 0.008847793515010829
   Iteration 72 of 100, loss = 0.008869579207384959
   Iteration 73 of 100, loss = 0.008846870901012053
   Iteration 74 of 100, loss = 0.008796430944867834
   Iteration 75 of 100, loss = 0.008770324559882282
   Iteration 76 of 100, loss = 0.008764800257172044
   Iteration 77 of 100, loss = 0.008782942957764902
   Iteration 78 of 100, loss = 0.008839241823014349
   Iteration 79 of 100, loss = 0.008910330492838086
   Iteration 80 of 100, loss = 0.008921138555160723
   Iteration 81 of 100, loss = 0.00887969895955865
   Iteration 82 of 100, loss = 0.008915169014050284
   Iteration 83 of 100, loss = 0.008887142181418926
   Iteration 84 of 100, loss = 0.008867218577679956
   Iteration 85 of 100, loss = 0.008829117618391618
   Iteration 86 of 100, loss = 0.008857997001668567
   Iteration 87 of 100, loss = 0.008865708942878348
   Iteration 88 of 100, loss = 0.008940577779536728
   Iteration 89 of 100, loss = 0.008960676376885746
   Iteration 90 of 100, loss = 0.008944180527598494
   Iteration 91 of 100, loss = 0.008923156424886086
   Iteration 92 of 100, loss = 0.008866291192016039
   Iteration 93 of 100, loss = 0.008888223801829642
   Iteration 94 of 100, loss = 0.008854049785518424
   Iteration 95 of 100, loss = 0.008835234544485024
   Iteration 96 of 100, loss = 0.008786866982215239
   Iteration 97 of 100, loss = 0.00878902913320848
   Iteration 98 of 100, loss = 0.008767082220494595
   Iteration 99 of 100, loss = 0.008769030576910485
   Iteration 100 of 100, loss = 0.008759287183638663

   End of epoch 7; saving model... 

Epoch 8 of 2000
   Iteration 1 of 100, loss = 0.00982787273824215
   Iteration 2 of 100, loss = 0.00926355179399252
   Iteration 3 of 100, loss = 0.011129761735598246
   Iteration 4 of 100, loss = 0.011173201957717538
   Iteration 5 of 100, loss = 0.010333472676575185
   Iteration 6 of 100, loss = 0.00954113838573297
   Iteration 7 of 100, loss = 0.009276336857250758
   Iteration 8 of 100, loss = 0.008639484934974462
   Iteration 9 of 100, loss = 0.008201817361017069
   Iteration 10 of 100, loss = 0.008503669966012239
   Iteration 11 of 100, loss = 0.00878111162984913
   Iteration 12 of 100, loss = 0.008845866580183307
   Iteration 13 of 100, loss = 0.009237070854466695
   Iteration 14 of 100, loss = 0.009342326183936425
   Iteration 15 of 100, loss = 0.009521901607513428
   Iteration 16 of 100, loss = 0.009445211908314377
   Iteration 17 of 100, loss = 0.009577671065926552
   Iteration 18 of 100, loss = 0.009563110406614013
   Iteration 19 of 100, loss = 0.009610527097002455
   Iteration 20 of 100, loss = 0.009322781546507031
   Iteration 21 of 100, loss = 0.009205509453923219
   Iteration 22 of 100, loss = 0.009201429096389224
   Iteration 23 of 100, loss = 0.009104944310029563
   Iteration 24 of 100, loss = 0.008867684635333717
   Iteration 25 of 100, loss = 0.009030943959951401
   Iteration 26 of 100, loss = 0.009026514975210795
   Iteration 27 of 100, loss = 0.00932036571342636
   Iteration 28 of 100, loss = 0.009316967234813742
   Iteration 29 of 100, loss = 0.009205355614038378
   Iteration 30 of 100, loss = 0.009035089736183484
   Iteration 31 of 100, loss = 0.008911245367339542
   Iteration 32 of 100, loss = 0.008761324133956805
   Iteration 33 of 100, loss = 0.008768275972794403
   Iteration 34 of 100, loss = 0.00879223839215496
   Iteration 35 of 100, loss = 0.008903557620942592
   Iteration 36 of 100, loss = 0.009040154076905714
   Iteration 37 of 100, loss = 0.008981239050626755
   Iteration 38 of 100, loss = 0.008818692588982614
   Iteration 39 of 100, loss = 0.008912875161816677
   Iteration 40 of 100, loss = 0.008798266714438795
   Iteration 41 of 100, loss = 0.008795515270676554
   Iteration 42 of 100, loss = 0.00876431727027964
   Iteration 43 of 100, loss = 0.00866632648678713
   Iteration 44 of 100, loss = 0.00869005960835652
   Iteration 45 of 100, loss = 0.008702427645524343
   Iteration 46 of 100, loss = 0.008796063818685387
   Iteration 47 of 100, loss = 0.0087668242507634
   Iteration 48 of 100, loss = 0.008692541140286872
   Iteration 49 of 100, loss = 0.008698427935644073
   Iteration 50 of 100, loss = 0.008711215872317553
   Iteration 51 of 100, loss = 0.008639366448144703
   Iteration 52 of 100, loss = 0.0086406965722115
   Iteration 53 of 100, loss = 0.008673670833473498
   Iteration 54 of 100, loss = 0.00874394101642624
   Iteration 55 of 100, loss = 0.008729660485617139
   Iteration 56 of 100, loss = 0.008787232958379068
   Iteration 57 of 100, loss = 0.008836914956765739
   Iteration 58 of 100, loss = 0.008850028666121692
   Iteration 59 of 100, loss = 0.008836901359954628
   Iteration 60 of 100, loss = 0.008882881755319734
   Iteration 61 of 100, loss = 0.008935997377103959
   Iteration 62 of 100, loss = 0.008944121151862125
   Iteration 63 of 100, loss = 0.008862515904068474
   Iteration 64 of 100, loss = 0.00885851417115191
   Iteration 65 of 100, loss = 0.008857755857304885
   Iteration 66 of 100, loss = 0.008834899240878947
   Iteration 67 of 100, loss = 0.008920479670111368
   Iteration 68 of 100, loss = 0.008955100996365003
   Iteration 69 of 100, loss = 0.008906638911128908
   Iteration 70 of 100, loss = 0.008878293347411923
   Iteration 71 of 100, loss = 0.008871308127811678
   Iteration 72 of 100, loss = 0.00886597107293912
   Iteration 73 of 100, loss = 0.008834082741698581
   Iteration 74 of 100, loss = 0.008826678524397918
   Iteration 75 of 100, loss = 0.008860522080212832
   Iteration 76 of 100, loss = 0.00881258985885468
   Iteration 77 of 100, loss = 0.008797734467820688
   Iteration 78 of 100, loss = 0.008749629454448437
   Iteration 79 of 100, loss = 0.008759384656537183
   Iteration 80 of 100, loss = 0.008743080758722498
   Iteration 81 of 100, loss = 0.008690128229374502
   Iteration 82 of 100, loss = 0.00871301285649945
   Iteration 83 of 100, loss = 0.008683771719729685
   Iteration 84 of 100, loss = 0.008706298440561764
   Iteration 85 of 100, loss = 0.008665204322075142
   Iteration 86 of 100, loss = 0.008709222673936638
   Iteration 87 of 100, loss = 0.00871196071264045
   Iteration 88 of 100, loss = 0.00866603764006868
   Iteration 89 of 100, loss = 0.008688997922025704
   Iteration 90 of 100, loss = 0.008687530235490865
   Iteration 91 of 100, loss = 0.00866995880810114
   Iteration 92 of 100, loss = 0.008647451865608278
   Iteration 93 of 100, loss = 0.008597244703841786
   Iteration 94 of 100, loss = 0.008646795154608627
   Iteration 95 of 100, loss = 0.008623928091439761
   Iteration 96 of 100, loss = 0.008581629503169097
   Iteration 97 of 100, loss = 0.008659419282003469
   Iteration 98 of 100, loss = 0.0086420658662231
   Iteration 99 of 100, loss = 0.00861505436889752
   Iteration 100 of 100, loss = 0.008590807942673563

   End of epoch 8; saving model... 

Epoch 9 of 2000
   Iteration 1 of 100, loss = 0.005885726306587458
   Iteration 2 of 100, loss = 0.007902816170826554
   Iteration 3 of 100, loss = 0.011536947917193174
   Iteration 4 of 100, loss = 0.010589122772216797
   Iteration 5 of 100, loss = 0.009303942788392305
   Iteration 6 of 100, loss = 0.009443448313201467
   Iteration 7 of 100, loss = 0.008629380060093743
   Iteration 8 of 100, loss = 0.0079795565106906
   Iteration 9 of 100, loss = 0.007896241628461413
   Iteration 10 of 100, loss = 0.008051346521824598
   Iteration 11 of 100, loss = 0.00804492382502014
   Iteration 12 of 100, loss = 0.007803715571450691
   Iteration 13 of 100, loss = 0.007895308081060648
   Iteration 14 of 100, loss = 0.007562339405662247
   Iteration 15 of 100, loss = 0.00771133325373133
   Iteration 16 of 100, loss = 0.007538665988249704
   Iteration 17 of 100, loss = 0.007307360455503359
   Iteration 18 of 100, loss = 0.007349121086816821
   Iteration 19 of 100, loss = 0.007429537914791389
   Iteration 20 of 100, loss = 0.007618868409190327
   Iteration 21 of 100, loss = 0.007506496993647445
   Iteration 22 of 100, loss = 0.007617991385896775
   Iteration 23 of 100, loss = 0.007864642979415215
   Iteration 24 of 100, loss = 0.007996293609418595
   Iteration 25 of 100, loss = 0.007902647079899907
   Iteration 26 of 100, loss = 0.007935513213921625
   Iteration 27 of 100, loss = 0.007955828828185244
   Iteration 28 of 100, loss = 0.007859688643033482
   Iteration 29 of 100, loss = 0.007940652515289599
   Iteration 30 of 100, loss = 0.008034917673406501
   Iteration 31 of 100, loss = 0.007928672915084227
   Iteration 32 of 100, loss = 0.008011453704966698
   Iteration 33 of 100, loss = 0.007969758071174676
   Iteration 34 of 100, loss = 0.007948284030563253
   Iteration 35 of 100, loss = 0.008038209531722323
   Iteration 36 of 100, loss = 0.008035878747856865
   Iteration 37 of 100, loss = 0.008006862358416657
   Iteration 38 of 100, loss = 0.008005296780825838
   Iteration 39 of 100, loss = 0.007948236796670618
   Iteration 40 of 100, loss = 0.0078682386840228
   Iteration 41 of 100, loss = 0.007894792690555133
   Iteration 42 of 100, loss = 0.007899875758171436
   Iteration 43 of 100, loss = 0.007864026845497795
   Iteration 44 of 100, loss = 0.007899245072621852
   Iteration 45 of 100, loss = 0.007936788096817003
   Iteration 46 of 100, loss = 0.008001107332782576
   Iteration 47 of 100, loss = 0.007978807792979036
   Iteration 48 of 100, loss = 0.008060267248462575
   Iteration 49 of 100, loss = 0.008032328235365602
   Iteration 50 of 100, loss = 0.008069726000539958
   Iteration 51 of 100, loss = 0.00813729929116865
   Iteration 52 of 100, loss = 0.008110034794439204
   Iteration 53 of 100, loss = 0.008214693301234324
   Iteration 54 of 100, loss = 0.008211981587077456
   Iteration 55 of 100, loss = 0.008197394178502938
   Iteration 56 of 100, loss = 0.00818744647300004
   Iteration 57 of 100, loss = 0.008266900482244398
   Iteration 58 of 100, loss = 0.008219922374901843
   Iteration 59 of 100, loss = 0.008198382573644235
   Iteration 60 of 100, loss = 0.00815503978713726
   Iteration 61 of 100, loss = 0.008122120850307286
   Iteration 62 of 100, loss = 0.008048382921955519
   Iteration 63 of 100, loss = 0.008094785812621316
   Iteration 64 of 100, loss = 0.00803795531464857
   Iteration 65 of 100, loss = 0.00801232628739224
   Iteration 66 of 100, loss = 0.007942711715727593
