nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/models_fused/model_fused_v1/checkpoint_1100.pth
Epoch 1101 of 2000
Found 300 cases for training
   Iteration 1 of 100, tot loss = 4.8497419357299805, l1: 0.00010021883645094931, l2: 0.00038475534529425204
   Iteration 2 of 100, tot loss = 3.958925724029541, l1: 9.450610377825797e-05, l2: 0.00030138645524857566
   Iteration 3 of 100, tot loss = 4.553200085957845, l1: 0.00010600775325049956, l2: 0.0003493122397533928
   Iteration 4 of 100, tot loss = 4.5902276039123535, l1: 0.00010446665692143142, l2: 0.00035455609395285137
   Iteration 5 of 100, tot loss = 4.507484722137451, l1: 0.00010158693912671879, l2: 0.0003491615265375003
   Iteration 51 of 100, tot loss = 4.803814270917107, l1: 0.00010602612532880706, l2: 0.0003743553026259749
   Iteration 52 of 100, tot loss = 4.774103109653179, l1: 0.00010562589313149847, l2: 0.00037178441869820323
   Iteration 53 of 100, tot loss = 4.72010472360647, l1: 0.00010454537976260806, l2: 0.00036746509349026347
   Iteration 54 of 100, tot loss = 4.748027883194111, l1: 0.00010462305201346883, l2: 0.00037017973685309427
   Iteration 55 of 100, tot loss = 4.71785314950076, l1: 0.00010419170536227863, l2: 0.00036759360995016654
   Iteration 56 of 100, tot loss = 4.736902784023966, l1: 0.00010491336589828799, l2: 0.0003687769123124391
   Iteration 57 of 100, tot loss = 4.744217431336119, l1: 0.00010519151398687412, l2: 0.0003692302288663198
   Iteration 58 of 100, tot loss = 4.72542281602991, l1: 0.00010503474713287091, l2: 0.00036750753397113997
   Iteration 59 of 100, tot loss = 4.75453096123065, l1: 0.0001056104823473399, l2: 0.0003698426128613715
   Iteration 60 of 100, tot loss = 4.7643022040526075, l1: 0.00010553632382652723, l2: 0.0003708938958880026
   Iteration 61 of 100, tot loss = 4.781409120950543, l1: 0.00010559381225306662, l2: 0.0003725470997465652
   Iteration 62 of 100, tot loss = 4.778234572179856, l1: 0.0001054007955263519, l2: 0.00037242266215241305
   Iteration 63 of 100, tot loss = 4.7710469923322165, l1: 0.00010519598193544273, l2: 0.0003719087175023372
   Iteration 64 of 100, tot loss = 4.759374221786857, l1: 0.00010510211279779469, l2: 0.00037083530946802057
   Iteration 65 of 100, tot loss = 4.761573444879972, l1: 0.0001055411178430614, l2: 0.0003706162269316757
   Iteration 66 of 100, tot loss = 4.745028909408685, l1: 0.00010482179112097418, l2: 0.00036968110031342474
   Iteration 67 of 100, tot loss = 4.747538917100251, l1: 0.00010518550459267711, l2: 0.0003695683868744397
   Iteration 68 of 100, tot loss = 4.731597832020591, l1: 0.00010522725161161575, l2: 0.00036793253114892114
   Iteration 69 of 100, tot loss = 4.697327746861223, l1: 0.00010466949353703176, l2: 0.0003650632804593719
   Iteration 70 of 100, tot loss = 4.699270413603101, l1: 0.00010489379928912967, l2: 0.00036503324164576564
   Iteration 71 of 100, tot loss = 4.708753701666711, l1: 0.00010484251526551663, l2: 0.00036603285464569663
   Iteration 72 of 100, tot loss = 4.697756090097958, l1: 0.00010501334468750024, l2: 0.00036476226382041606
   Iteration 73 of 100, tot loss = 4.709109285106398, l1: 0.00010513313025338193, l2: 0.000365777797351132
   Iteration 74 of 100, tot loss = 4.711539299101443, l1: 0.00010521695042592221, l2: 0.0003659369786210182
   Iteration 75 of 100, tot loss = 4.701946708361308, l1: 0.00010505026119062678, l2: 0.00036514440881243597
   Iteration 76 of 100, tot loss = 4.700056739543614, l1: 0.0001050885764829888, l2: 0.0003649170966558526
   Iteration 77 of 100, tot loss = 4.661983154036782, l1: 0.00010425724437257711, l2: 0.0003619410703109892
   Iteration 78 of 100, tot loss = 4.69135378415768, l1: 0.0001046519639016762, l2: 0.000364483413599933
   Iteration 79 of 100, tot loss = 4.731026442745064, l1: 0.00010525973749868689, l2: 0.0003678429060574338
   Iteration 80 of 100, tot loss = 4.7318925485014915, l1: 0.00010552899702815921, l2: 0.00036766025732504204
   Iteration 81 of 100, tot loss = 4.736154160381835, l1: 0.00010589536225184637, l2: 0.0003677200530310748
   Iteration 82 of 100, tot loss = 4.7249065884729715, l1: 0.00010561671279436092, l2: 0.00036687394547298916
   Iteration 83 of 100, tot loss = 4.696997790451509, l1: 0.00010521500055812837, l2: 0.0003644847779195329
   Iteration 84 of 100, tot loss = 4.71611615447771, l1: 0.00010564329169851372, l2: 0.00036596832294543715
   Iteration 85 of 100, tot loss = 4.728699116145863, l1: 0.00010589172923252643, l2: 0.00036697818175204756
   Iteration 86 of 100, tot loss = 4.776510952517044, l1: 0.00010664213779057528, l2: 0.00037100895657880926
   Iteration 87 of 100, tot loss = 4.78559042256454, l1: 0.00010675494467114345, l2: 0.0003718040964162063
   Iteration 88 of 100, tot loss = 4.796767070889473, l1: 0.00010694272375324296, l2: 0.0003727339821621585
   Iteration 89 of 100, tot loss = 4.816699396358447, l1: 0.00010752712588644785, l2: 0.00037414281222880347
   Iteration 90 of 100, tot loss = 4.8064688563346865, l1: 0.00010747526814359137, l2: 0.00037317161606754073
   Iteration 91 of 100, tot loss = 4.801363933217394, l1: 0.0001073856762889261, l2: 0.00037275071580162536
   Iteration 92 of 100, tot loss = 4.799322458712951, l1: 0.00010723787683831608, l2: 0.0003726943679161512
   Iteration 93 of 100, tot loss = 4.798947420171512, l1: 0.00010690764329704126, l2: 0.00037298709769377746
   Iteration 94 of 100, tot loss = 4.780647433818655, l1: 0.00010661198811771527, l2: 0.0003714527540959101
   Iteration 95 of 100, tot loss = 4.77048758331098, l1: 0.00010644205858146674, l2: 0.00037060669856145976
   Iteration 96 of 100, tot loss = 4.770572238912185, l1: 0.0001063285019426985, l2: 0.00037072872055432526
   Iteration 97 of 100, tot loss = 4.77049875628088, l1: 0.00010621529749112165, l2: 0.0003708345769333279
   Iteration 98 of 100, tot loss = 4.7752344158231, l1: 0.00010644394421192095, l2: 0.0003710794963455778
   Iteration 99 of 100, tot loss = 4.7639878916017935, l1: 0.00010614017104892287, l2: 0.00037025861710197097
   Iteration 100 of 100, tot loss = 4.7625005853176114, l1: 0.0001060914559639059, l2: 0.000370158601726871

   End of epoch 1103; saving model... 

Epoch 1104 of 2000
   Iteration 1 of 100, tot loss = 4.609863758087158, l1: 0.00010879742330871522, l2: 0.0003521889739204198
   Iteration 2 of 100, tot loss = 5.865830898284912, l1: 0.0001349751400994137, l2: 0.00045160796435084194
   Iteration 3 of 100, tot loss = 6.081230004628499, l1: 0.00014293841377366334, l2: 0.0004651845956686884
   Iteration 4 of 100, tot loss = 5.545028567314148, l1: 0.00013287894034874626, l2: 0.0004216239249217324
   Iteration 5 of 100, tot loss = 6.2813136100769045, l1: 0.00013836380385328083, l2: 0.0004897675651591271
   Iteration 6 of 100, tot loss = 5.910379966100057, l1: 0.00013301985260720053, l2: 0.0004580181509178753
   Iteration 7 of 100, tot loss = 5.797198363712856, l1: 0.00013122869235563224, l2: 0.00044849115407227406
   Iteration 8 of 100, tot loss = 5.726029217243195, l1: 0.00013137725818523904, l2: 0.0004412256785144564
   Iteration 9 of 100, tot loss = 5.698796272277832, l1: 0.0001265867783028322, l2: 0.0004432928657883571
   Iteration 10 of 100, tot loss = 5.378722214698792, l1: 0.0001214066011016257, l2: 0.00041646563477115706
   Iteration 11 of 100, tot loss = 5.208650220524181, l1: 0.00011809509504184297, l2: 0.0004027699403443628
   Iteration 12 of 100, tot loss = 5.038547654946645, l1: 0.00011442124135404204, l2: 0.0003894335350196343
   Iteration 13 of 100, tot loss = 4.877055241511418, l1: 0.00011124635224964899, l2: 0.00037645918200723827
   Iteration 14 of 100, tot loss = 4.758022563798087, l1: 0.00010950256026782361, l2: 0.00036629970626173805
   Iteration 15 of 100, tot loss = 4.7051397323608395, l1: 0.00011021578829968348, l2: 0.0003602981955433885
   Iteration 16 of 100, tot loss = 4.627090662717819, l1: 0.00010734056968431105, l2: 0.00035536850737116765
   Iteration 17 of 100, tot loss = 4.696571406196146, l1: 0.00010831767191548886, l2: 0.00036133947672651093
   Iteration 18 of 100, tot loss = 4.634621077113682, l1: 0.00010652815277959841, l2: 0.00035693396219155856
   Iteration 19 of 100, tot loss = 4.581393731267829, l1: 0.0001048846254554136, l2: 0.00035325475465996484
   Iteration 20 of 100, tot loss = 4.577307426929474, l1: 0.00010392373114882502, l2: 0.0003538070188369602
   Iteration 21 of 100, tot loss = 4.575547547567458, l1: 0.0001040233019877979, l2: 0.00035353146016686444
   Iteration 22 of 100, tot loss = 4.603800697760149, l1: 0.00010464681756936692, l2: 0.000355733259559863
   Iteration 23 of 100, tot loss = 4.6814745094465176, l1: 0.00010670265929429266, l2: 0.0003614447980552264
   Iteration 24 of 100, tot loss = 4.6589299738407135, l1: 0.00010647023918863852, l2: 0.00035942276372225024
   Iteration 25 of 100, tot loss = 4.732004957199097, l1: 0.00010684705834137276, l2: 0.00036635344265960155
   Iteration 26 of 100, tot loss = 4.8307170409422655, l1: 0.00010824657986701753, l2: 0.00037482512841681734
   Iteration 27 of 100, tot loss = 4.880429329695525, l1: 0.00010927439062571566, l2: 0.0003787685450839086
   Iteration 28 of 100, tot loss = 4.90502826656614, l1: 0.00011042067775893624, l2: 0.00038008215259261694
   Iteration 29 of 100, tot loss = 4.952556355246182, l1: 0.00011117255053250119, l2: 0.00038408308896107664
   Iteration 30 of 100, tot loss = 4.945331152280172, l1: 0.00011062149011801618, l2: 0.00038391162815969436
   Iteration 31 of 100, tot loss = 4.945187791701286, l1: 0.00011011762563289414, l2: 0.0003844011563717598
   Iteration 32 of 100, tot loss = 4.900021620094776, l1: 0.00010924492448793899, l2: 0.0003807572402365622
   Iteration 33 of 100, tot loss = 4.849992188540372, l1: 0.00010842536787756465, l2: 0.0003765738537450406
   Iteration 34 of 100, tot loss = 4.833555964862599, l1: 0.00010884491862003309, l2: 0.00037451068141415496
   Iteration 35 of 100, tot loss = 4.884978267124721, l1: 0.00010962301416189543, l2: 0.0003788748149028314
   Iteration 36 of 100, tot loss = 4.866546458668179, l1: 0.00010990260529474149, l2: 0.0003767520433434078
   Iteration 37 of 100, tot loss = 4.881186072890823, l1: 0.00010990381564919812, l2: 0.00037821479428030953
   Iteration 38 of 100, tot loss = 4.829041631598222, l1: 0.00010877932570445792, l2: 0.0003741248395894409
   Iteration 39 of 100, tot loss = 4.821263875716772, l1: 0.00010847795802431229, l2: 0.00037364843107449513
   Iteration 40 of 100, tot loss = 4.797281098365784, l1: 0.00010812881100719096, l2: 0.00037159930070629343
   Iteration 41 of 100, tot loss = 4.846622467041016, l1: 0.00010859633092456156, l2: 0.00037606591756296595
   Iteration 42 of 100, tot loss = 4.7861833572387695, l1: 0.00010753428484479497, l2: 0.0003710840530748967
   Iteration 43 of 100, tot loss = 4.825530096542003, l1: 0.00010808276453835153, l2: 0.00037447024653882306
   Iteration 44 of 100, tot loss = 4.790751858191057, l1: 0.0001067823748764402, l2: 0.0003722928125749935
   Iteration 45 of 100, tot loss = 4.821142111884223, l1: 0.0001070961151627772, l2: 0.0003750180980811516
   Iteration 46 of 100, tot loss = 4.775334321934244, l1: 0.00010593157244527347, l2: 0.0003716018618433736
   Iteration 47 of 100, tot loss = 4.824942593878888, l1: 0.0001072688187668199, l2: 0.00037522544307842294
   Iteration 48 of 100, tot loss = 4.793850893775622, l1: 0.0001066150477223952, l2: 0.0003727700444263367
   Iteration 49 of 100, tot loss = 4.786961200285931, l1: 0.00010645519722281594, l2: 0.0003722409247919651
   Iteration 50 of 100, tot loss = 4.76684618473053, l1: 0.00010658280982170254, l2: 0.0003701018102583475
   Iteration 51 of 100, tot loss = 4.750652331931918, l1: 0.00010629724876672102, l2: 0.0003687679854920134
   Iteration 52 of 100, tot loss = 4.739426154356736, l1: 0.00010602744371751144, l2: 0.0003679151724589666
   Iteration 53 of 100, tot loss = 4.729155135604571, l1: 0.00010597208151835421, l2: 0.0003669434328638193
   Iteration 54 of 100, tot loss = 4.742653643643415, l1: 0.00010609982187074988, l2: 0.0003681655434775166
   Iteration 55 of 100, tot loss = 4.815335230393843, l1: 0.00010721078803974458, l2: 0.00037432273622305893
   Iteration 56 of 100, tot loss = 4.759598674518721, l1: 0.00010600500633829921, l2: 0.00036995486230547873
   Iteration 57 of 100, tot loss = 4.738246304947033, l1: 0.0001054867157348015, l2: 0.00036833791614698016
   Iteration 58 of 100, tot loss = 4.724155958356528, l1: 0.0001052849508188705, l2: 0.00036713064639178777
   Iteration 59 of 100, tot loss = 4.692533709235111, l1: 0.0001047746404996576, l2: 0.0003644787315259514
   Iteration 60 of 100, tot loss = 4.726993932326635, l1: 0.00010540376333665336, l2: 0.00036729563022769676
   Iteration 61 of 100, tot loss = 4.688438726253197, l1: 0.0001046575986246815, l2: 0.00036418627418928826
   Iteration 62 of 100, tot loss = 4.719207607930707, l1: 0.00010525560901442077, l2: 0.00036666515206302245
   Iteration 63 of 100, tot loss = 4.706815952346439, l1: 0.00010496659206904633, l2: 0.00036571500314739604
   Iteration 64 of 100, tot loss = 4.7329423781484365, l1: 0.00010535039695014348, l2: 0.0003679438409562863
   Iteration 65 of 100, tot loss = 4.709634221517122, l1: 0.00010486872706678696, l2: 0.00036609469501015085
   Iteration 66 of 100, tot loss = 4.6787397482178426, l1: 0.00010402003918539832, l2: 0.0003638539353480817
   Iteration 67 of 100, tot loss = 4.644786153266679, l1: 0.00010323045776814654, l2: 0.0003612481571087586
   Iteration 68 of 100, tot loss = 4.624789632418576, l1: 0.00010278020941126776, l2: 0.00035969875342048267
   Iteration 69 of 100, tot loss = 4.634016715961954, l1: 0.00010315779297303854, l2: 0.00036024387868499195
   Iteration 70 of 100, tot loss = 4.62957284961428, l1: 0.00010312212143617216, l2: 0.0003598351638564574
   Iteration 71 of 100, tot loss = 4.651532389748264, l1: 0.00010318931414127598, l2: 0.000361963925378161
   Iteration 72 of 100, tot loss = 4.672037252121502, l1: 0.00010293741540105354, l2: 0.0003642663100941314
   Iteration 73 of 100, tot loss = 4.7238593771033095, l1: 0.00010388598691437661, l2: 0.00036849995057596126
   Iteration 74 of 100, tot loss = 4.720108066056226, l1: 0.00010359348394755412, l2: 0.00036841732248462533
   Iteration 75 of 100, tot loss = 4.73878161907196, l1: 0.0001036921690198748, l2: 0.0003701859929909309
   Iteration 76 of 100, tot loss = 4.723194578760548, l1: 0.00010360969879816127, l2: 0.0003687097590667882
   Iteration 77 of 100, tot loss = 4.745145393656446, l1: 0.00010371301611378946, l2: 0.0003708015236090385
   Iteration 78 of 100, tot loss = 4.755469479621985, l1: 0.00010401374521069766, l2: 0.00037153320348200697
   Iteration 79 of 100, tot loss = 4.768946658206891, l1: 0.00010448718769365297, l2: 0.00037240747898769906
   Iteration 80 of 100, tot loss = 4.820566521584988, l1: 0.00010526010414650955, l2: 0.00037679654924431815
   Iteration 81 of 100, tot loss = 4.85852481553584, l1: 0.0001057274338238108, l2: 0.00038012504911073196
   Iteration 82 of 100, tot loss = 4.85602311244825, l1: 0.00010582241800254518, l2: 0.0003797798946346497
   Iteration 83 of 100, tot loss = 4.854917174362274, l1: 0.00010564569407528413, l2: 0.0003798460249132645
   Iteration 84 of 100, tot loss = 4.850557070402872, l1: 0.00010578680879310316, l2: 0.0003792689001004744
   Iteration 85 of 100, tot loss = 4.841130793795866, l1: 0.0001056659254947376, l2: 0.00037844715544077404
   Iteration 86 of 100, tot loss = 4.842783859995908, l1: 0.00010568522275418725, l2: 0.0003785931648751504
   Iteration 87 of 100, tot loss = 4.843326589156842, l1: 0.00010600829179681056, l2: 0.000378324368556469
   Iteration 88 of 100, tot loss = 4.858519249341705, l1: 0.00010623718724838744, l2: 0.0003796147390279326
   Iteration 89 of 100, tot loss = 4.862654689992412, l1: 0.00010643412666938142, l2: 0.0003798313437584327
   Iteration 90 of 100, tot loss = 4.88092899719874, l1: 0.00010698960925057893, l2: 0.00038110329187475146
   Iteration 91 of 100, tot loss = 4.872675076945797, l1: 0.00010694963674433274, l2: 0.0003803178727509106
   Iteration 92 of 100, tot loss = 4.870652384084204, l1: 0.00010715739015564475, l2: 0.0003799078502039344
   Iteration 93 of 100, tot loss = 4.885101050458928, l1: 0.00010719588133587843, l2: 0.0003813142260481473
   Iteration 94 of 100, tot loss = 4.899135958641134, l1: 0.00010736500959691067, l2: 0.0003825485885286942
   Iteration 95 of 100, tot loss = 4.88380199357083, l1: 0.0001069721026349151, l2: 0.0003814080987419737
   Iteration 96 of 100, tot loss = 4.879320319741964, l1: 0.00010654396771769825, l2: 0.00038138806636804173
   Iteration 97 of 100, tot loss = 4.884131005129864, l1: 0.00010675980131767123, l2: 0.00038165330122340204
   Iteration 98 of 100, tot loss = 4.8769014964298325, l1: 0.00010675312136745375, l2: 0.00038093703024431457
   Iteration 99 of 100, tot loss = 4.862094131383029, l1: 0.00010653223003515964, l2: 0.00037967718519138716
   Iteration 100 of 100, tot loss = 4.861962708234787, l1: 0.00010635025926603703, l2: 0.0003798460136749782

   End of epoch 1104; saving model... 

Epoch 1105 of 2000
   Iteration 1 of 100, tot loss = 3.98115611076355, l1: 9.634337766328827e-05, l2: 0.0003017722337972373
   Iteration 2 of 100, tot loss = 4.011105418205261, l1: 0.00010279502384946682, l2: 0.00029831552819814533
   Iteration 3 of 100, tot loss = 4.870431820551555, l1: 0.00011808799414817865, l2: 0.0003689551861801495
   Iteration 4 of 100, tot loss = 5.109030544757843, l1: 0.00011191396515641827, l2: 0.00039898909017210826
   Iteration 5 of 100, tot loss = 5.687601900100708, l1: 0.00012019749119644985, l2: 0.00044856268796138464
   Iteration 6 of 100, tot loss = 5.436651984850566, l1: 0.00011350024093796189, l2: 0.0004301649460103363
   Iteration 7 of 100, tot loss = 5.406300919396537, l1: 0.00011168938674797704, l2: 0.00042894069753986387
   Iteration 8 of 100, tot loss = 5.4769167602062225, l1: 0.00011565713884920115, l2: 0.00043203453242313117
   Iteration 9 of 100, tot loss = 5.358607583575779, l1: 0.00011443883542799288, l2: 0.00042142191927673086
   Iteration 10 of 100, tot loss = 5.110256958007812, l1: 0.00010882248279813212, l2: 0.00040220321097876876
   Iteration 11 of 100, tot loss = 5.1989006129178135, l1: 0.00011149271151887, l2: 0.00040839735249226743
   Iteration 12 of 100, tot loss = 5.345801472663879, l1: 0.00011334918932940734, l2: 0.00042123095772694796
   Iteration 13 of 100, tot loss = 5.463933504544771, l1: 0.0001165906542155426, l2: 0.0004298026995876661
   Iteration 14 of 100, tot loss = 5.502113887241909, l1: 0.0001178093035767753, l2: 0.00043240208885565935
   Iteration 15 of 100, tot loss = 5.384252675374349, l1: 0.00011387619354839748, l2: 0.0004245490786464264
   Iteration 16 of 100, tot loss = 5.281450882554054, l1: 0.0001125234139180975, l2: 0.0004156216782575939
   Iteration 17 of 100, tot loss = 5.209837731193094, l1: 0.00011197703818598872, l2: 0.00040900674032266527
   Iteration 18 of 100, tot loss = 5.19314346048567, l1: 0.00011173309717883563, l2: 0.000407581251541463
