nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/model_outputs_v13/checkpoint_0055.pth
Epoch 56 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.007026712875813246
   Iteration 2 of 100, loss = 0.006633861223235726
   Iteration 3 of 100, loss = 0.006277815904468298
   Iteration 4 of 100, loss = 0.006037680897861719
   Iteration 5 of 100, loss = 0.00561950895935297
   Iteration 42 of 100, loss = 0.0061410359173480955
   Iteration 43 of 100, loss = 0.006118947261034749
   Iteration 44 of 100, loss = 0.006057074102996426
   Iteration 45 of 100, loss = 0.0060226197561456096
   Iteration 46 of 100, loss = 0.0060152186424997835
   Iteration 47 of 100, loss = 0.006011162260349126
   Iteration 48 of 100, loss = 0.005985633033560589
   Iteration 49 of 100, loss = 0.006092610702450786
   Iteration 50 of 100, loss = 0.006062326868996024
   Iteration 51 of 100, loss = 0.006051226564701281
   Iteration 52 of 100, loss = 0.006039659268795871
   Iteration 53 of 100, loss = 0.006027698815571812
   Iteration 54 of 100, loss = 0.0061140419673864485
   Iteration 55 of 100, loss = 0.006093351991677826
   Iteration 56 of 100, loss = 0.006145363432421748
   Iteration 57 of 100, loss = 0.006127544923832542
   Iteration 58 of 100, loss = 0.006090196556058423
   Iteration 59 of 100, loss = 0.006142201296732587
   Iteration 60 of 100, loss = 0.006116833398118615
   Iteration 61 of 100, loss = 0.006140532598021577
   Iteration 62 of 100, loss = 0.006117691173248233
   Iteration 63 of 100, loss = 0.006089407004534252
   Iteration 64 of 100, loss = 0.0060882209581905045
   Iteration 65 of 100, loss = 0.006101244630721899
   Iteration 66 of 100, loss = 0.006077855627870921
   Iteration 67 of 100, loss = 0.0060802102019426535
   Iteration 68 of 100, loss = 0.00608716654481695
   Iteration 69 of 100, loss = 0.006086033870182608
   Iteration 70 of 100, loss = 0.0060918741127742185
   Iteration 71 of 100, loss = 0.006070288954119028
   Iteration 72 of 100, loss = 0.006076474680513557
   Iteration 73 of 100, loss = 0.006093731941017386
   Iteration 74 of 100, loss = 0.006078761907898494
   Iteration 75 of 100, loss = 0.006049356715132793
   Iteration 76 of 100, loss = 0.006068651766614302
   Iteration 77 of 100, loss = 0.006048704914797049
   Iteration 78 of 100, loss = 0.006055413219982233
   Iteration 79 of 100, loss = 0.006106121288730374
   Iteration 80 of 100, loss = 0.0060669468046398835
   Iteration 81 of 100, loss = 0.006016442273387018
   Iteration 82 of 100, loss = 0.006003054457989226
   Iteration 83 of 100, loss = 0.005958572439624962
   Iteration 84 of 100, loss = 0.005957737775696885
   Iteration 85 of 100, loss = 0.0059470538323854695
   Iteration 86 of 100, loss = 0.005916242736803238
   Iteration 87 of 100, loss = 0.005889056354825352
   Iteration 88 of 100, loss = 0.005876700846287845
   Iteration 89 of 100, loss = 0.005869601751164941
   Iteration 90 of 100, loss = 0.0058682861039415
   Iteration 91 of 100, loss = 0.005848226421461492
   Iteration 92 of 100, loss = 0.005882060588033789
   Iteration 93 of 100, loss = 0.005935898689072459
   Iteration 94 of 100, loss = 0.005913676300204973
   Iteration 95 of 100, loss = 0.005952242038849937
   Iteration 96 of 100, loss = 0.005950410833368854
   Iteration 97 of 100, loss = 0.0059784307389414496
   Iteration 98 of 100, loss = 0.005944292521940506
   Iteration 99 of 100, loss = 0.005902422412129288
   Iteration 100 of 100, loss = 0.005895271118497476

   End of epoch 61; saving model... 

Epoch 62 of 2000
   Iteration 1 of 100, loss = 0.0026088685262948275
   Iteration 2 of 100, loss = 0.0038831235142424703
   Iteration 3 of 100, loss = 0.004324574411536257
   Iteration 4 of 100, loss = 0.004793028987478465
   Iteration 5 of 100, loss = 0.004695819271728396
   Iteration 6 of 100, loss = 0.004809035492750506
   Iteration 7 of 100, loss = 0.004454554890149406
   Iteration 8 of 100, loss = 0.0055628235277254134
   Iteration 9 of 100, loss = 0.005461773498811656
   Iteration 10 of 100, loss = 0.005590968602336943
   Iteration 11 of 100, loss = 0.005599708021195097
   Iteration 12 of 100, loss = 0.0054422847654980915
   Iteration 13 of 100, loss = 0.005235172700710022
   Iteration 14 of 100, loss = 0.0050051478402955195
   Iteration 15 of 100, loss = 0.005148115350554387
   Iteration 16 of 100, loss = 0.005045998826972209
   Iteration 17 of 100, loss = 0.00505904876627028
   Iteration 18 of 100, loss = 0.004972815862856805
   Iteration 19 of 100, loss = 0.004997920085626997
   Iteration 20 of 100, loss = 0.004955115832854062
   Iteration 21 of 100, loss = 0.005062143063350092
   Iteration 22 of 100, loss = 0.004946274174885316
   Iteration 23 of 100, loss = 0.0050842593950421915
   Iteration 24 of 100, loss = 0.0052526303722212715
   Iteration 25 of 100, loss = 0.005218776613473892
   Iteration 26 of 100, loss = 0.005184443273509924
   Iteration 27 of 100, loss = 0.0051126826933964534
   Iteration 28 of 100, loss = 0.005083564635632294
   Iteration 29 of 100, loss = 0.0052187026574693875
   Iteration 30 of 100, loss = 0.005097846570424736
   Iteration 31 of 100, loss = 0.005043955850264718
   Iteration 32 of 100, loss = 0.005158195912372321
   Iteration 33 of 100, loss = 0.005062963524268884
   Iteration 34 of 100, loss = 0.005078417694141322
   Iteration 35 of 100, loss = 0.005055227656183498
   Iteration 36 of 100, loss = 0.0051732245095384615
   Iteration 37 of 100, loss = 0.005316307636078548
   Iteration 38 of 100, loss = 0.005252488306723535
   Iteration 39 of 100, loss = 0.005242297909437464
   Iteration 40 of 100, loss = 0.005228445393731818
   Iteration 41 of 100, loss = 0.0052918472565801405
   Iteration 42 of 100, loss = 0.005239875770972243
   Iteration 43 of 100, loss = 0.005247180929494112
   Iteration 44 of 100, loss = 0.005333039713811807
   Iteration 45 of 100, loss = 0.005343076074495912
   Iteration 46 of 100, loss = 0.005443810935780082
   Iteration 47 of 100, loss = 0.00542473400189997
   Iteration 48 of 100, loss = 0.005446504466817714
   Iteration 49 of 100, loss = 0.005406738677043088
   Iteration 50 of 100, loss = 0.0053904395829886195
   Iteration 51 of 100, loss = 0.005386457550248094
   Iteration 52 of 100, loss = 0.005329768280856884
   Iteration 53 of 100, loss = 0.00538157887827113
   Iteration 54 of 100, loss = 0.005409322670419459
   Iteration 55 of 100, loss = 0.005436429906297814
   Iteration 56 of 100, loss = 0.0054411742520252505
   Iteration 57 of 100, loss = 0.005390490413431013
   Iteration 58 of 100, loss = 0.005378865179252522
   Iteration 59 of 100, loss = 0.0053215553092186224
   Iteration 60 of 100, loss = 0.005337487941142171
   Iteration 61 of 100, loss = 0.0053562632815332195
   Iteration 62 of 100, loss = 0.0053338550759719746
   Iteration 63 of 100, loss = 0.005372851698969801
   Iteration 64 of 100, loss = 0.005421493373432895
   Iteration 65 of 100, loss = 0.0054318929771677805
   Iteration 66 of 100, loss = 0.005455892705923003
   Iteration 67 of 100, loss = 0.005418741182465829
   Iteration 68 of 100, loss = 0.005399770161602646
   Iteration 69 of 100, loss = 0.0054136163291885805
   Iteration 70 of 100, loss = 0.005383997886175555
   Iteration 71 of 100, loss = 0.005346292606882856
   Iteration 72 of 100, loss = 0.005296805677870806
   Iteration 73 of 100, loss = 0.005291613295661566
   Iteration 74 of 100, loss = 0.005361679442717719
   Iteration 75 of 100, loss = 0.005358893304752807
   Iteration 76 of 100, loss = 0.0053193947303378465
   Iteration 77 of 100, loss = 0.005313876026019744
   Iteration 78 of 100, loss = 0.005281330845975436
   Iteration 79 of 100, loss = 0.0052492815567935
   Iteration 80 of 100, loss = 0.005201059280079789
   Iteration 81 of 100, loss = 0.005215392646345275
   Iteration 82 of 100, loss = 0.005243088433905164
   Iteration 83 of 100, loss = 0.005221872882221837
   Iteration 84 of 100, loss = 0.005194115155886504
   Iteration 85 of 100, loss = 0.00516278287395835
   Iteration 86 of 100, loss = 0.005193333883314978
   Iteration 87 of 100, loss = 0.005223874136505799
   Iteration 88 of 100, loss = 0.005237169256857173
   Iteration 89 of 100, loss = 0.005221306547794616
   Iteration 90 of 100, loss = 0.005277322473314901
   Iteration 91 of 100, loss = 0.005273801650708685
   Iteration 92 of 100, loss = 0.005268940993119031
   Iteration 93 of 100, loss = 0.005232842210980673
   Iteration 94 of 100, loss = 0.005220801002306348
   Iteration 95 of 100, loss = 0.00521743050776422
   Iteration 96 of 100, loss = 0.0052062173951223185
   Iteration 97 of 100, loss = 0.0051765640376654175
   Iteration 98 of 100, loss = 0.005189697450616074
   Iteration 99 of 100, loss = 0.005187523233788935
   Iteration 100 of 100, loss = 0.005189700156915933

   End of epoch 62; saving model... 

Epoch 63 of 2000
   Iteration 1 of 100, loss = 0.008146384730935097
   Iteration 2 of 100, loss = 0.005956748966127634
   Iteration 3 of 100, loss = 0.005637010093778372
   Iteration 4 of 100, loss = 0.004895330232102424
   Iteration 5 of 100, loss = 0.004744548862800002
   Iteration 6 of 100, loss = 0.004598447936587036
   Iteration 7 of 100, loss = 0.0042932608630508184
   Iteration 8 of 100, loss = 0.004932341078529134
   Iteration 9 of 100, loss = 0.004718041952906383
   Iteration 10 of 100, loss = 0.005561224627308547
   Iteration 11 of 100, loss = 0.0054583693642846565
   Iteration 12 of 100, loss = 0.005711779638659209
   Iteration 13 of 100, loss = 0.0055575266014784575
   Iteration 14 of 100, loss = 0.005585705179588071
   Iteration 15 of 100, loss = 0.005541396032397946
   Iteration 16 of 100, loss = 0.0058336332003818825
   Iteration 17 of 100, loss = 0.006114997147746822
   Iteration 18 of 100, loss = 0.006028126886424919
   Iteration 19 of 100, loss = 0.0058250237060220615
   Iteration 20 of 100, loss = 0.005627499928232282
   Iteration 21 of 100, loss = 0.005542589296098976
   Iteration 22 of 100, loss = 0.005513425567187369
   Iteration 23 of 100, loss = 0.005663532915565631
   Iteration 24 of 100, loss = 0.005695494483613099
   Iteration 25 of 100, loss = 0.005606104787439108
   Iteration 26 of 100, loss = 0.005737669174917615
   Iteration 27 of 100, loss = 0.00568599362547199
   Iteration 28 of 100, loss = 0.005595878672985626
   Iteration 29 of 100, loss = 0.005629475445261803
   Iteration 30 of 100, loss = 0.005741064180620014
   Iteration 31 of 100, loss = 0.005741148774001387
   Iteration 32 of 100, loss = 0.005701348731236067
   Iteration 33 of 100, loss = 0.00570185171355578
   Iteration 34 of 100, loss = 0.005745185463798835
   Iteration 35 of 100, loss = 0.00577233390483473
   Iteration 36 of 100, loss = 0.005831091089122411
   Iteration 37 of 100, loss = 0.005931750411872525
   Iteration 38 of 100, loss = 0.005979482960691185
   Iteration 39 of 100, loss = 0.0058927517384290695
   Iteration 40 of 100, loss = 0.005920169281307608
   Iteration 41 of 100, loss = 0.005971705575087448
   Iteration 42 of 100, loss = 0.005933053115205396
   Iteration 43 of 100, loss = 0.005958707808235357
   Iteration 44 of 100, loss = 0.005906845035497099
   Iteration 45 of 100, loss = 0.0058436109218746425
   Iteration 46 of 100, loss = 0.005826968967955074
   Iteration 47 of 100, loss = 0.005880364974802162
   Iteration 48 of 100, loss = 0.005899060609711644
   Iteration 49 of 100, loss = 0.00582607252979461
   Iteration 50 of 100, loss = 0.005856173112988472
   Iteration 51 of 100, loss = 0.005892189986565534
   Iteration 52 of 100, loss = 0.005879270960576832
   Iteration 53 of 100, loss = 0.005864626974007994
   Iteration 54 of 100, loss = 0.005794307807701881
   Iteration 55 of 100, loss = 0.005847774873572317
   Iteration 56 of 100, loss = 0.005796315185891997
   Iteration 57 of 100, loss = 0.005781752927424877
   Iteration 58 of 100, loss = 0.00578469545821306
   Iteration 59 of 100, loss = 0.005728411602677177
   Iteration 60 of 100, loss = 0.005777093818566451
   Iteration 61 of 100, loss = 0.005735026306060494
   Iteration 62 of 100, loss = 0.005690106186985729
   Iteration 63 of 100, loss = 0.005715624758205007
   Iteration 64 of 100, loss = 0.005686978005542187
   Iteration 65 of 100, loss = 0.00569782263169495
   Iteration 66 of 100, loss = 0.005688047216443176
   Iteration 67 of 100, loss = 0.005704637752401072
   Iteration 68 of 100, loss = 0.005699803446666063
   Iteration 69 of 100, loss = 0.005660106218757404
   Iteration 70 of 100, loss = 0.005639098212122917
   Iteration 71 of 100, loss = 0.005621753305091824
   Iteration 72 of 100, loss = 0.005636904686171975
   Iteration 73 of 100, loss = 0.00566419807887853
   Iteration 74 of 100, loss = 0.005642777088576475
   Iteration 75 of 100, loss = 0.005619948642949263
   Iteration 76 of 100, loss = 0.005610264194394021
   Iteration 77 of 100, loss = 0.005602034830863213
   Iteration 78 of 100, loss = 0.0055698986189105576
   Iteration 79 of 100, loss = 0.005582550752766525
   Iteration 80 of 100, loss = 0.005614261247683316
   Iteration 81 of 100, loss = 0.00563136027711961
   Iteration 82 of 100, loss = 0.005629198955053963
   Iteration 83 of 100, loss = 0.005671882250133049
   Iteration 84 of 100, loss = 0.005639477427827106
   Iteration 85 of 100, loss = 0.005621348485788878
   Iteration 86 of 100, loss = 0.005636881576677741
   Iteration 87 of 100, loss = 0.005652356395048314
   Iteration 88 of 100, loss = 0.005610684686954218
   Iteration 89 of 100, loss = 0.005637777459106586
   Iteration 90 of 100, loss = 0.005615139359401332
   Iteration 91 of 100, loss = 0.005595637385600379
   Iteration 92 of 100, loss = 0.005565059163769626
   Iteration 93 of 100, loss = 0.005596782226035352
   Iteration 94 of 100, loss = 0.005564828460263287
   Iteration 95 of 100, loss = 0.005534278594055458
   Iteration 96 of 100, loss = 0.005544610629537298
   Iteration 97 of 100, loss = 0.005558513150521621
   Iteration 98 of 100, loss = 0.005572692279665902
   Iteration 99 of 100, loss = 0.005557089561897546
   Iteration 100 of 100, loss = 0.005560575530398637

   End of epoch 63; saving model... 

Epoch 64 of 2000
   Iteration 1 of 100, loss = 0.0027195753064006567
   Iteration 2 of 100, loss = 0.0029034503968432546
   Iteration 3 of 100, loss = 0.0030941752872119346
   Iteration 4 of 100, loss = 0.004287296731490642
   Iteration 5 of 100, loss = 0.004648250201717019
   Iteration 6 of 100, loss = 0.00500289152842015
   Iteration 7 of 100, loss = 0.004680189936022673
   Iteration 8 of 100, loss = 0.004675552336266264
   Iteration 9 of 100, loss = 0.004586883096231354
   Iteration 10 of 100, loss = 0.004446849273517728
   Iteration 11 of 100, loss = 0.004264836009083824
   Iteration 12 of 100, loss = 0.004662823145433019
   Iteration 13 of 100, loss = 0.004660034605946679
   Iteration 14 of 100, loss = 0.004771018616988191
   Iteration 15 of 100, loss = 0.004793442056203882
   Iteration 16 of 100, loss = 0.004618889608536847
   Iteration 17 of 100, loss = 0.004784271189504687
   Iteration 18 of 100, loss = 0.004677982263577481
   Iteration 19 of 100, loss = 0.004627530340497431
   Iteration 20 of 100, loss = 0.004555174813140184
   Iteration 21 of 100, loss = 0.004820853482843155
   Iteration 22 of 100, loss = 0.004772046326913617
   Iteration 23 of 100, loss = 0.004683912124322808
   Iteration 24 of 100, loss = 0.004654436275207748
   Iteration 25 of 100, loss = 0.004779115635901689
   Iteration 26 of 100, loss = 0.004732172900380997
   Iteration 27 of 100, loss = 0.004782918892386887
   Iteration 28 of 100, loss = 0.004757892057698753
   Iteration 29 of 100, loss = 0.0047798370781900554
   Iteration 30 of 100, loss = 0.00468243268939356
   Iteration 31 of 100, loss = 0.004630144047100217
   Iteration 32 of 100, loss = 0.004634756456653122
   Iteration 33 of 100, loss = 0.004534354144142884
   Iteration 34 of 100, loss = 0.004516846178482999
   Iteration 35 of 100, loss = 0.0045561601474348986
   Iteration 36 of 100, loss = 0.004554399386203538
   Iteration 37 of 100, loss = 0.004726787569706101
   Iteration 38 of 100, loss = 0.004764192351630251
   Iteration 39 of 100, loss = 0.004791203331058988
   Iteration 40 of 100, loss = 0.004839205642929301
   Iteration 41 of 100, loss = 0.0048086369898533675
   Iteration 42 of 100, loss = 0.004817610567746063
   Iteration 43 of 100, loss = 0.004820116573598149
   Iteration 44 of 100, loss = 0.004770826633003625
   Iteration 45 of 100, loss = 0.004772728029638529
   Iteration 46 of 100, loss = 0.004779284961683595
   Iteration 47 of 100, loss = 0.00490409754058148
   Iteration 48 of 100, loss = 0.004891534966494267
   Iteration 49 of 100, loss = 0.00494953520520001
   Iteration 50 of 100, loss = 0.004936594748869538
   Iteration 51 of 100, loss = 0.0049105916884453855
   Iteration 52 of 100, loss = 0.004892592237760814
   Iteration 53 of 100, loss = 0.004866282574234987
   Iteration 54 of 100, loss = 0.004836570281811335
   Iteration 55 of 100, loss = 0.004868005707182667
   Iteration 56 of 100, loss = 0.004859074201833989
   Iteration 57 of 100, loss = 0.004813426827783124
   Iteration 58 of 100, loss = 0.004800482974227132
   Iteration 59 of 100, loss = 0.004801116891647294
   Iteration 60 of 100, loss = 0.004875431046821177
   Iteration 61 of 100, loss = 0.0049000858237631005
   Iteration 62 of 100, loss = 0.004869276642679206
